סמל מוסד,שם מוסד,שם מנהל
288191,ביס יסודי,עאטף גדיר
288209,"חט""ב אלמותנבי",מוחמד חג'אזי
310011,גימס רוטשילד,רינת מראד
310029,רבי עקיבא,ברכה חניה
310078,אשכולות,עידו קימלוב
310086,הנדיב,גלית אמסלם
310128,גבע- גבעת עדה,עינב צילה קולטון
310177,נילי,עדי ממרם אהרן
310193,יעבץ,אפרת נישונית גבאי
310219,אור לטף,קרן דרורי
310227,אחד העם,צלילה ויתקין
310235,ארלוזורוב,בטינה גולדמן
310250,ניצנים,ורד חזן
310268,גבעול,ליאור לב רן
310276,צפרירים,אוריה קופרברג ירדני
310284,קפלן,ליטל גרביץ צבי
310300,מוריה,יפתח כהן
310318,יבנה,נועם פויכטונגר
310342,שילה,אליסף נוימן
310359,תחכמוני,נורית זררד נעים
310375,אחוזה,ענת חנה דניאל
310383,אילנות,לינט מיפנו
310391,ארלוזורוב,חני סביון
310458,גורדון,שני גבאי
310466,דגניה,טטיאנה גולדין
310474,דוד ילין,אילנית מועלם אביב
310482,דרור,גלית כהן
310490,הבונים,זיווה אמויאל
310516,הריאלי העברי חיפה,עומר משה בן-ארי
310524,הרצל,תמר רבינר
310557,טשרניחובסקי,עדי דורפמן
310565,יבניאלי,הילה בן סימון
310607,ליאו בק,ורד פנינה סלומון
310623,מגינים,איריס אנדרשי
310672,נירים,הילה מימון
310698,עין הים,דנה משיח-גלר
310706,עליה,לימור וייסמן
310755,רמות,עמית מיטנר דורון
310771,שלוה,יובל צרפתי
310789,תל חי,טל רויטל אפלבאום
310797,אהרון הראה,מזל מלי עובדיה
310847,כרמל-נתיב אליעזר,גלית ראם רחמים
310854,מוריה,רחל לוי
310870,רמבם,גאולה גילה חדד
310896,יגאל אלון,אורנה עגיב
310904,עליזה ארבילי-דגניה,גלית ברסקו מזרחי
310979,גורדון,ליאורה בנארי
311001,פינסקר,שרית אברהם רוזנהיימר
311027,יבנה,עדנה גולדמן
311035,ניצני זבולון,אורלי פרש-אזולאי
311076,כרכור,איריס חזיזה
311084,מורשה,דוד מלכה
311092,העמר,מורן מזל איפרגן-אדרי
311142,מעגנים,מרגלית מור
311209,ניר עציון,חדוה זילברברג בן ישר
311217,בית יהושע,גלית שרה סדצקי
311225,גלילות,מירב אפלויג
311290,כרמל וים,שרון שקד
311324,אזורי אלונה,מילי מקוב
311332,גלי עתלית,ורד פישר
311357,אלונים,לימור סמואלוב
311365,מרחבים,רונית כתב ממן
311399,ישורון,שלמה ווזנה
311431,ביאליק,עינת ברקו
311456,הבונים,אסנת לוי
311480,שפרינצק,רינה שרונה כהן
311514,נרקיסים,ענת פורטנוי
311522,רימונים,אוראל גוזף נאמן
311530,קרית עמל,דורית בכר
311548,המשלב קרית טבעון,תמר בן אלחנן
311563,אורים,חגית שוסטיאל
311597,שירת הים,אבנר אוחיון
311605,אחדות,מור אורן
311613,ויצמן,אלי הבר
311621,מצפה,ורדה ריזל רבינסקי
311738,"ב""י נר שמואל",ישראל אברהם שחטר
311753,בית יעקב מרכז חיפה,רות גלברט
311761,יחל ישראל,שיינה ליבה יפה ליבוביץ
311803,"ת""ת וב""י תנופה בשערי תורה",רות אריאלי
311811,"ת""ת תורת אמת",שניאור הוניגסברג
311837,"ת""ת תורה תמימה",יוסף מרדכי רוטנברג
311886,פסגות,עדי ויקטוריה נאוי כרמלי
311894,קורצאק,אבישג איבון חדגאג
312033,מדעים ויהדות,גילה נהרי
312041,"ב""י חורב פ. חנה",רחל דויטש
312082,רוממה,דפנה בוננה
312090,יזרעאליה,סיגלית עזיז
312108,אהוד,סיגל מרים אזולאי
312124,נועם,רחמים ביטון
312132,גבריאלי,רויטל אברהמי
312140,פיכמן,אושרת אליה
312165,קדימה,מזל שניידר
312173,אמירים,אסנת שואף
312199,שרת,טליה כהן
312207,עלומים,לורט פייטלוביץ
312223,עציון,ריקי גינון
312314,בית יעקב יסודי רכסים,תחיה מרים קרמר
312322,הנסיוני,שלומי אלון
312355,דינור,רונית ברזני
312371,בן גוריון,לימור גשן
312397,הגורן,אלעד לידור
312421,חופית,זיוה טלבי-סולומון
312439,אינשטיין,חגית סלע
312470,"ת""ת ובי' נתיבות משה",שמואל אבא אדלשטיין
312488,"ת""ת זכרון מאיר",יצחק שלמה זייבאלד
312504,הצבי ישראל,רועי ווידלר
312512,דעת ותבונה מסורת אבות,יעקב אלעל
312520,נעורים,מירי בן שושן
312538,"צמח צדיק (רמב""ם)",מרים אלמליח
312579,ימית,שרה זהבה טל
312603,ביס חבד ק חיים,משה אסולין
312611,בן גוריון,סוזי ממן
312629,ממד נעם,רחל איטח
312637,יסודי בגבעת רם,סימה טופ
312652,נופית,מושית טוני זיו
312660,"ביה""ס הדמוקרטי-חדרה",אמתי מלאכי פרי
312678,תשב'ר הרב,גבריאל בירנבאום
312686,"ת""ת דרכי תורה",נסים דנינו
312694,"ת""ת מורשת התורה",עודד שבזי
312702,ירושלים,עליזה איפרח
312710,החורש,רונן וייס
312728,"ע""ש יצחק רבין",מיטל אזולאי
312736,"יסודי ע""ש תמרי",יפית הדר
312744,"יסודי ע""ש אילן רמון",שרית אוזן פניאל
312751,יסודי חדש בגבעת טל,ליאת בר
312769,שקד,נטע רמות
312793,"החיטה ע""ש אהרונסון",רוחמה צדקה
312819,"ע""ש זבולון המר",דלית חזקיה
312835,יסודי חדש קיסריה,רונית גבע
312850,שירת הים,איילת פורטונה שחרית
312876,תהילה,שפרה בת-שבע קדוש
312884,שובו-מעורב,לאה אמסלם
312918,"ת""ת מפי עוללים",מיכאל ישעיה כהן
312926,"ב""י אהבת שלום",חיה בוקסנבוים
312942,מיתר,מיה שכטר-אורחן
312975,יחל ישראל,בנימין לזר
312983,"ת""ת תורת החיים",רפאל פנחס ווינט
312991,אהל שרה,רות עדיקה
313460,ליאו באק,לולי שטרן
313478,אמירים,אסתר ריוט
313502,"חב""ד",לאה בוטמן
313544,אור שלום,ברוך דהרי
313551,בית יעקב קרית אתא,אביטל נחמה רוטנר
313569,נוה רם,אורלי גלעדי
313585,בית חיה,ורדה בת ציון אקסלרוט
313619,חנה סנש,מיטל משומר
313635,קציר,עודד שחורי
313668,נופים,אסתר גרינבוך
313676,יסודי 1 רמת יצחק,חיה קלרית גולדנר
313684,אלמוגים,ליאורה אביב
313692,צליל,מעין שושנה
313700,ביחד,בת שבע קופפר
313759,"מ""מ רעות",גילה זיסקינד
313767,אלון,שני נזרי קמה
313783,יצחק רבין,לירז גורצקי
313809,"תשב""ר יקירי רכסים",יורם עדיקה
313825,עליזה ומנחם בגין,מיכל היידי ליפמן יוסף
313841,הדו לשוני,גייזל עבסאוי
317024,נזירות הכרמלית,שירין אבו רחמון
317032,אלואדי,נג'ם ג'ורבאן
317065,אלמותנבי,מונתהא אגבאריה
317073,יוחנן הקדוש,גרייס סלאמה
317123,יסודי שיכון מערבי,מוחמד שפיק
318030,אבן סינא,מוחמד אגבאריה
318048,עמר אבן אלחטאב,ח'אלדיה מחאמיד
318055,איבטין,חנאן עומר ראס
318063,אלגזאלי,כרם אבו מוך
318071,עומר בן אלחטאב,מיסון גנאים
318089,ברטעה,סוהיר כבהא
318097,אלשאטאא,עבד גרבאן
318105,אבן רושד,מיסון גרה
318121,אלמסאר,רושדי חסון
318139,אלפארוק,אנית עתאמנה
318147,אלנהדה,סוהיל כבהא
318154,זלפה,תיסיר ג'בארין
318162,חיפה אחוה,מרי סעאדה
318188,אלמוסתקבל,אחלאם יחיא
318196,מועאויה,עימאד אבו עלו
318204,מוסמוס,מוחמד אגבאריה
318212,מושירפה,ראמי ארפאעיה
318220,מייסר,סוהאד סייף
318246,סאלם,עטאללה אגבאריה
318261,עארה ב,ראבאל כבהא
318279,עין אברהים,יוסף מחאג'נה
318287,עין אלסהלה,סחאר בדראן
318295,יסודי עש פארוק שחידם,גאוהרה מנסור
318303,עוספיא א,נאיף מנסור
318311,ערערה אלסלאם,מוחמד אבו עקל
318337,עראק אלשבאב,סוהא מחאג'נה
318345,אל-סדיק,מאגד דראוושה
318352,כפר קרע א,זהור עותמאן
318360,אל-שאפעי,הישאם דקנאש
318394,עבד אלרחמן אלחא'ג,מוחמד עואד
318402,אלשאפעי,נורה יעקב
318410,אופק,איחלאס ווהבי
318428,אבן חלדון,בלאל אגבאריה
318436,גת אלזהראא,סלמה ערו
318469,אלהלאל,ח'אלד יונס
318477,אלחיאם,עימאד אגבאריה
318485,טאהא חוסין ערערה,סמאהר אבו שרקיה
318493,אלחנסאא,עואטף אגבאריה
318501,אלחכמה,סואר עתאמנה
318519,עומר אבן אלח'טאב,אידה זאיט
318527,ערערה אלדהראת,רוזקי אבו הלאל
318535,אלסביל,דליה נסראלדין
318543,אחמדיה כבאביר חיפה,נסרין עודה
318550,אלאחוה,מוחמד אגבאריה
318568,אלכרמה,מרים שייך מוחמד
318576,אלחכים,ראניה מסאלחה
318592,אבן חלדון,מוחמד קעאדנה
318600,אל-פארוק,מרוה בריה
318618,נזירות הכרמל חיפה,ויויאן נח'לה
318626,מינזר הנזירות,חנא רוחאנא
318659,אל חיואר,ריהאם ח'ורי פאר
318667,אלראזי,מוניר ענאבוסי
318840,אלעין,עליא חלבי
318857,אלאשראק,איכראם להיאני
318873,יסודי שכ' קחאוש,סמאהר כבהא מחאג'נה
318881,יסודי אל באטן,מונא מחאג'נה
320010,גלים,אביגיל גמליאל
320036,"בי""ס ע""ש גניגר",תמי מנור
320051,גיל,עדנה פניכל
320069,הנריטה סאלד,מאיה הרשקוביץ
320077,אורים,שרי אברג'ל
320119,"ברכ""ה - כתות חולים",ליאת גורמן
320150,אהבה,עינת קפון
320200,"בי""ס בית אקשטיין גן שמואל",דקלה וייצמן מן
320317,רננים,ליאור שלום משה
320390,אופקים,סוזנה רייף רוזנברג
320440,"בי""ס בית אקשטיין",שירן רביבו גלסברג
320457,גל אור,אסנת דהאן ציוני
320515,צוהר לטוהר,מרים רייזה וייסבלום
320531,גנאור,רנין חוראני
320549,קשת,דורון סהר
320556,תמיר,מיכל בן דוד
320580,מרום,דוד כהן
320598,"בי""ס לחנ""מ נווה אתגר",איריס פרשטר
322040,מאור,חגית אוגינץ
325969,עופר,סיגל מרי יוהנה לב
328039,אלאמל חינוך מיוחד,דונא אלמלק
328062,מפתן אם אלפחם,הנא מחאג'נה
328070,אל-מנאר,מוחמד יונס
328088,הלב הקדוש,דמלזה סלאמה
328096,אלרחמה,רים קעדאן
328104,מיוחד ג'סר אלזרקא,מוחמד גרבאן
328153,יד ביד גשר על,חסן אגבאריה
328161,עמאר,שירין חורי אסעד
328179,"בי""ס הלן קלר",מנאל עומרי
328187,אלנבראס,סעיד מסרי
330266,מפתן קרית ים,אורי חי בן עזרא
331017,"בי""ס מרכז אלון",מירב שרון
331025,"עילא""י",אברהם נוימן
331066,"ת""ת נר שמואל",אליהו יוסף ברונר
338012,אלבסמה-לחינוך מיוחד.,ראמי בדארנה
338038,"בי""ס לליקויי למידה",סאלח בטה
338046,אלעטאא,אחלאם אגבאריה
338053,אלבאשאר,ערפאת שלאעטה
338061,"בי""ס לב טהור",טלי בצלאל
338087,"ת""ת זכרון מאיר שמעון",אריה יהודה שידלובסקי
338095,אולפנת תהילה,צפורת לין
338129,בנות ובית יעקב,שיינדל רחל מוזסון
338137,"ת""ת אור עולם",ראובן לינדר
338145,שיר חדש,לויס יהודה פייסט
338152,"ת""ת שלום בניך",מליה גולדשטיין
338160,אור מזל וברכה,דוד חיאב
338178,"ת""ת דרך התורה",אלישיב-דוד קוביוף
338186,"ת""ת המסילה",יעקב הלי
338202,טף לטף,אוסנת זילברמן
338210,יסודי אלחוארנה,עודה עלימי
338244,"ת""ת בית שלום",יצחק שורץ
338277,תורת זאב,ישראל מאיר ויצמן
338285,"ב""י החדש",דינה אטינגר
338327,אלח'וארזמי,מוחמד ביאדסי
338335,יסודי אלקאוס,מחמוד ג'בארין
338343,יסודי דאר אלאולאד,אוסאמה מושעשע
338350,"אומניות ע""ש חיים ואורה הרצוג",אלישבע אסתר בר-אור
338368,יסודי ד' עבהרה,ראיד חביבאללה
338376,"בי""ס יסודי אלקודס",רים חוואג'ה
338384,"בי""ס בית אקשטיין דרך למרחב",לאורה כהן
338392,"החטיבה לחדשנות ויזמות ע""ש יגאל",אביבה סבג
338418,עתיד דביר בנים,אברהם שושן
338426,תיכון דמוקרטי קשת,אורי שובל
338434,ברידג' אינטרנשיונל,שירין שחאדה
